CLIENT_ID;default_payment_next_month
1a16afe5-d130-47e9-846e-f06eff5fac4d;1
c4105790-d826-4f1b-b3e8-8ca95853f7f1;1
c7dc5e44-a53b-42d8-ac31-a668fd34ce55;0
d5b40fb1-df3f-4697-8eae-3ce5b19c185c;0
7ea1ea0c-ad51-40f8-abfa-916591649cc8;0
83fdba65-311c-4106-be30-33a8bdeba61f;0
397014dc-72c0-41ac-97d0-02a2f0513792;0
5682f6eb-e44c-4de5-ac88-4fbd31a597aa;0
5127c14d-3590-4c2e-bca1-be6b7c758efe;0
9fed507a-0dc3-4462-8587-ccb4e889ab6d;0
b934a157-5243-4531-9c28-5ea260c728a7;0
e05f9b7e-6ce8-462e-9c5d-8eeb9bf44c06;0
9b08c851-dcd2-4568-aa72-d545a8fe118b;0
f0d721da-9f1f-495a-881b-255cbb25a46c;0
7ef0f098-c55f-415c-8b46-f4abcfdc16aa;0
1e36ed6f-3f76-4657-81f0-b7697fe1ec55;0
b414a94f-d863-4472-945e-870f74bd04a8;1
1d08a6f4-a194-4dc6-839e-2defad1df143;0
48902653-4c1d-4844-8bfd-1c8167bbadec;0
8366800e-003b-4037-b0f6-a496623d86be;0
f0e07d5c-e1e5-4358-bda7-f81d036e830e;0
70ea77a5-df3a-4537-982a-dc2f9a7b8056;0
b09bcefe-191b-4c04-b247-86e7fcd9a5e5;1
c1aad2e7-6f56-4e97-8795-f6918bb716db;0
0f9db34c-3204-4370-91d2-dc5f8d9732d5;0
89891c5d-dcb6-4efa-8611-3959ccb84169;0
d38cf3b9-1aaa-4c86-9200-b09a06cb0b3e;0
eb5a5157-89b2-463a-a84b-da441d9f1f3b;0
796c7592-c119-482b-b8f9-4a42a7e112f7;1
eca288e5-f670-4d3e-9a17-b01daab71e89;0
10afdb08-88ca-4fa1-a809-d51fcb18652b;0
1273fda4-d3c3-4468-be7e-5dc010fb5f40;0
89cdbae6-d446-4c5f-9db8-cd65ee904de7;1
7ec35459-9b58-436c-9901-91d44d186efe;0
5d41bc05-1065-4a72-9d5f-e649aea78ec3;0
f6f88c8c-79a7-49d4-ba33-cd6e8db46089;0
17b55892-837c-4402-9496-a4e43b644df7;0
e05f0c89-a1d1-4c7c-b898-773269a2f7d1;0
15d8294b-f176-4258-949d-b9cd4cde894c;0
e5418ff8-c73e-48a0-a2b2-bd717a1825c9;0
e0fa9678-e93e-4ee7-90a9-cc1bc86d3df8;0
0a58360b-eed0-4d64-9e3c-c5b53ec7403c;0
9305abb0-e4c4-4896-b6f1-7b94f0ae2908;0
66de1ddd-9875-47e2-a4ff-51862abbc4a6;0
fda38433-2016-42e2-98e8-ccd9b98415fd;0
3ef1d1ad-530e-4dab-b240-d5f0892373bc;1
f64ac119-187b-44d6-a294-23256a7975f1;0
35e9a115-668c-4b26-b12c-3ccfa401bbfc;1
52a3640a-0944-41a0-ab4a-1c2ea7b133d9;0
3ce5d9e1-c44a-4d8f-85de-986c5540dda0;0
c4b5e7a8-5b66-46ed-8fda-aac1836c8af2;1
89c68a16-8f29-4143-8c39-ba6009c4318e;0
bb51b152-18ea-4db9-b1b9-8ddcd4b8a4a2;0
0aeb7a74-07b6-4a20-8525-fe587de8b13f;0
7d587841-a02b-4c4e-b97d-50c131b337a5;0
ed173b60-22a3-4a1f-beb1-8916efc9951e;0
fe5c8b2b-5d37-428d-912f-b4826ddfc4e8;0
b3bacc28-80b4-4180-b448-c5d938fbe0dc;1
8478f186-12c5-45b0-a004-fc7a5f302c98;1
7c250022-9b3c-4a12-abf5-01f7ddb2075c;0
89250c0e-0cb5-409c-95d6-a7fc7aa4a987;1
56d3d012-ecae-446a-9632-2a328d0cd6eb;0
4ce0401e-91b2-4f66-8afa-33d02b131a21;1
d43b8b12-0200-4470-848c-8b79ffb25352;0
f795df67-9509-4417-a1d3-39b967aad95a;0
b5290dbf-c2b9-4aeb-91f1-ee181ff29af5;0
73d856ea-3610-4f3e-8f72-1406bcb661db;0
3ecc28fa-baea-48b5-891b-f998f6cb3068;0
600496e2-269d-4047-884e-3f1ecdec07f3;0
b2460126-d5a9-4f34-98d8-9459bd2e84ad;0
69d574bd-8629-44d5-b7ef-e7e6777aed13;0
a01438fc-e722-4605-ab08-ec8f973b9886;1
c1eb61ae-0958-4243-807b-67b4719c9cd8;0
7996c95f-4a25-4d52-a582-2d96ccb30ff4;1
9ca07a22-6cfb-4ed7-94ce-4c32d060d5d8;0
68538a14-6eea-4541-98ee-d9fcb66a9d31;0
e13a46eb-38e0-410c-b76d-451dd9ed6696;0
c067364e-a57a-4105-a4e2-23b6f1e457c9;1
e06be470-4b2f-4591-9bb7-414ac193f7a3;0
d2199f96-d5ff-41b0-919d-d210118146e7;1
fbf436f0-5675-4d44-ac4a-f25e758532b2;1
a7416a6b-9ba2-49cd-abc9-f11999a924ab;0
2fa04912-0eee-4d6e-87f1-58e1b5ae11bb;0
57f04222-5318-4f09-9749-f2b461ebac90;0
a11939bb-b6ad-4993-8c1c-170857ae0cf4;0
24ded4a6-8c9f-4965-918d-12a5c35c9187;0
3d76914f-6279-4f96-a188-8ad616c481d7;0
77f276d7-15d5-41ef-a4ef-afeb8bf6fca4;0
9ef4386e-1228-4fe7-8854-131fd23273df;1
45bc00a6-0192-4f63-9159-e3584f5db430;0
e47c5e7d-9644-4834-a373-2a14657576cf;0
75adb8ab-6d2c-4714-8f7a-b15996920c94;0
967bacbf-75d5-4e5a-902c-f2aaaaed9474;0
7fd1ece3-04da-4baa-a780-ba68627c44e2;0
9e7dbcb9-501e-4c9e-868b-699eaca2ae4f;0
e581aff9-37f0-4620-a323-bab01c649223;0
5a3da613-e073-410a-a773-6fff7f5047de;0
869fdc60-7ca4-4f7d-ad70-c56ba982c441;0
07773aa0-6b1e-4988-a00f-020bee3ec8d5;0
fddd9a48-4470-44d1-9381-174d2c198566;1
0083224c-c5e7-4566-90da-4b0f137c163d;0
4dafd4c2-7478-46c0-b9fb-b62cd3943d46;0
f4fa1b6c-3808-4976-843d-78c24bc93d08;0
80676e71-de3c-4222-8b8a-65d0aee281b7;1
892acf71-2481-4d1e-aeb0-0563c0ce829a;0
cfb0e460-c840-423f-b0e2-4cf41f4469bc;0
1e656a1f-e5e3-4ad7-bb5a-c344041210db;0
c73425df-2966-44bd-97ed-edd8008face6;1
645c9ca4-346e-4517-af2d-bbb54d6c36a0;0
e8cbfc1b-a57c-4716-9148-6065ac1fa427;0
746a2c55-758e-439f-bdfa-ce19fa4cfb8d;0
5d8cdaa2-7e50-4b1f-9cb7-5ac00663ebcb;0
f7367a89-585d-4e57-ba0c-b40248211031;0
1bc646b0-6837-4cf1-99fd-a79ae22d5f7e;0
56d48298-34e1-4b4c-95ac-e1a29c26ca5e;1
b456ab53-48cf-4347-addd-1d1cac778564;0
d6590e71-ac0f-4e9a-ad6f-90d781ed6e39;1
11b06dc5-a061-4cd2-9524-9084710447fc;0
275cdb93-b243-40fb-ab33-ed41f20aa718;1
b516d0a7-1094-4e81-87c3-17f64af1c2e7;0
7e4cf5d9-cd43-4e3e-a9d9-b3d4958658f3;0
02bb41ee-79a5-46b1-9fed-abfbfe6f961e;0
e8413274-57c2-4eb4-95f0-df14e551a409;0
9f8fd699-0cb5-4e10-a47a-981b44d111db;1
ddaebb4b-931e-4af6-9596-fd450f2c80e6;0
921f67d1-3779-47cd-8ba0-d12f45655b59;0
2ea4950a-db05-4999-9cdb-3f2d7ea625d3;0
51656e3e-3e12-4479-92aa-5ffbe715195c;0
276ab4df-08f9-459a-b068-97666ca74c02;0
bb1bf743-edbc-49cc-93ad-53621c3eb55f;0
03eeae8b-5f8b-4523-a66a-f60677383e38;0
acaa18ae-8aba-420e-9695-1ab0e67e87e9;0
72e82af8-ba3a-4b07-9e71-de90ad57d251;0
ef5207dd-8c63-4ff1-a77b-6c26b86335d3;0
706392d7-3c02-4fde-a00b-8fe84a36f7ff;1
4bf41d15-f140-49c4-883d-c3831685b772;0
151f082e-285c-4b77-b4ca-f9e5ee8962c8;0
b05d7dcd-e272-4c1c-9125-9d133e489afb;0
e733e420-87c2-45b3-a780-9abed58c4db2;0
0c25cecb-b2b0-4ecf-aae1-226abd72b40d;0
d3132cc9-1919-49a9-be13-1ff8fc6f9938;0
b17cf218-8af7-488b-883e-6d72d1233837;0
2db641b1-f717-4f5c-a3db-8150d3c922dc;0
dfed77fa-f106-4fe7-b9cd-83f18da401c2;0
f06e5696-3b5d-4a31-a09d-b8bb0271e904;0
570843d3-997a-45dc-94bb-b3b8e3ffbabb;0
02fce950-bec3-4024-a3d6-a49a32dd789a;0
3fa0b0cc-23df-49e4-b998-fdb8e1760153;1
7116ca31-b85d-4465-bc78-a24488cd6b17;0
174cf690-e91f-49ea-a473-725f4b7e248e;0
066aa7d4-9ca2-4cc5-b121-662aaf0e2f7e;0
3c34ea51-ed22-4cb6-8f65-d1caee753410;0
390cbdf8-a762-4794-b8f6-c6cbf816bbbe;0
b9d51f45-4738-4088-ae7b-e7ca0e6af790;1
e447dbdd-955c-4e83-8303-494cbce8f016;1
1792e78b-ada0-4b9f-80c9-4c00c1f26e81;0
3d2e8f9a-7ede-4afa-9a13-07c4b7a5baa6;1
69946b01-d67f-4fdb-9b34-7c8d70b282cc;0
c15dc9f2-d191-41e5-b23e-3b37e84ed13a;0
8059ab59-1c73-4baa-874e-7b3d2ae8a338;0
9ec55464-b695-48c1-92c3-ed5c619fadc6;1
70151006-790a-4299-a464-f6ac78c012f9;1
caec6b83-e78c-4ba4-9ffc-18da831a47da;0
4e441117-5bfa-4cd2-aff2-622f4b05e90e;0
c7e1a0c6-9e41-45c9-be2e-7823667dd3f7;0
8966033e-a9b5-4022-a984-f12863c488d9;0
860dd380-3383-4a09-83cb-d5b36007760a;0
53e70b7a-c004-4616-ab3e-b10a46a47fe6;0
f0f79b2b-395f-488f-a67b-46f4b7729a9c;0
35864c2b-aa8c-4ac2-855e-f8355ac23949;1
04740da1-d02e-4a97-ad87-3e75cf2cc212;0
40fd4fde-17b2-45f2-b4bd-f8ad78bdb316;0
e06d36f3-d187-4434-b4ea-e5f66d4d3945;0
d22bc69c-3cdd-4bb6-ada9-22ae5062fea3;0
2c6a5e01-2307-4976-b098-1b77580fe782;0
f1afddf0-e8b2-433f-8d73-2f073b817f11;0
09eccec1-1b3f-4870-bee4-27b5225e0e61;0
e2322cc8-fe84-4487-9727-f1c0e0eb48b0;1
6f5c1a5a-1c44-4542-aee4-4244cab4bbf7;0
ad7600fa-b4c7-43af-b704-d54619ea24cc;0
0fdf4b13-656b-4b0c-b9ca-647d75072e59;0
3a7e1672-aff7-49e1-9ee2-8b3a3d5e4594;0
fa873f29-ef57-4a72-ac10-c4424d31c56b;0
228d7ab5-c37c-4bd9-a88b-b4f183afbd2a;0
f5734e59-6fe4-433e-a46e-fcc39775fbb3;0
e8b246d5-07eb-4b41-bf3c-e82c0c3ff48f;0
e4b853ef-b0c8-4805-ae09-d69b80fe3298;0
09df2fba-6e88-4983-902a-5103cfe23dd4;0
00809919-fd30-4831-9d46-14f2251b8503;0
1f8ee7a2-52b7-458d-bb34-cb7075ae5821;0
d1e4c178-2abf-4b6c-98b2-5a8bbcc223b0;0
4c301873-db3e-4387-8ff7-2fd21487fcc1;1
f2599544-9def-4afb-ac3c-7d8c9434b1aa;0
baf7eb61-d5ea-4a56-a744-e98337a104cd;0
13593dae-9185-46d6-9c6c-264cf42728d4;0
6819aa83-deb2-46b9-9a8b-2df926ecdb3d;1
ae85d78a-06f3-41f7-b8d4-0eb4dc4d8129;0
7f497cbe-8e09-4b39-b908-4b5be7c8b781;0
dcf82385-3241-40a4-822d-4de71c72fb12;0
89b2826a-bfd3-47e5-8844-840c85dcfa5c;0
330a22cc-62a2-4c05-a69d-fea241cda70a;0
4f4f490c-79ed-4486-99f4-14cc85d27a76;0
3ef491a4-062c-468a-a909-0eea83a0df71;1
9a9c6a97-6706-410d-bb40-12e303c770e7;0
abefc96f-8ea9-4f05-9c7b-d2c8fe0b3db8;0
02c5c1a2-a3f5-4705-ba76-774f0e98269c;0
b95a8e5a-d6e2-49ac-866b-8aefcdfd50a4;0
a769204b-2b71-487e-9f72-cea97a1ce56b;0
a5e2e7e9-1918-4ada-91de-20c78c02adcf;1
b7a81ec0-7021-439d-9d0c-48fdc6d5c9e7;0
6d030c91-a722-4af2-9fa7-824abaf3058c;0
90dda820-277f-44df-9671-a515926457b6;0
788581e3-4178-4999-8acc-22577acffd11;0
e55b47b2-2366-4ffe-931d-b4aea0186d1a;1
ca169601-23c3-4f04-b37e-65f2d4fd355b;0
8d751c98-b7ae-46c8-aa2a-abe09e311c7a;0
6d62878a-af92-454a-bb09-33d29cd416a7;0
479a96c7-8d4c-4e71-9bf4-29692d3388e0;0
48aa536a-fd51-447f-a333-8c9fd7ec6e92;0
6eaea35e-b68c-4e71-83ef-ed07a5f7e526;0
abdd2d6c-058c-44e1-a6d1-ac404c3ae05a;0
2d415a0d-390f-4cd5-9846-2556d8f33cba;0
902b5623-0201-46b3-9287-d341b192ae91;0
ea057aa8-c65c-43e2-8f9f-57a42d10822c;0
004e5527-dd4a-48ef-add0-8fc797c4eef6;0
a207bc86-b5c8-4afa-80a6-f5bf3450b29a;0
0d67a30d-9725-4cdd-a7e3-28c986a5cb33;1
5ed89f5c-62c5-435e-b107-03325dffceb0;1
0b34a6f8-9891-4826-8667-e53e375d640a;0
ddcd69b4-2a4a-4792-a688-797bad6643be;1
65e13f3d-b2f0-4508-a2f0-3ab8e78b5308;0
9a4808f7-191c-4b45-a5bc-cc01db93fea4;1
e0b34f45-0c02-4a73-8750-68065e98bf1f;0
72a70ca8-56f5-44df-8fdf-d643aa5a3dc0;0
11d8708d-ea90-4f85-9598-3a1b35b0bb4d;0
bbab860e-b051-41f7-b014-be2c91526c9d;0
e0e4f8b1-1ad2-4589-a15c-126f0a0f4dc7;0
bb54a941-4099-4243-bc28-a7e146b33a8a;0
d225a676-d026-4fd9-8bea-438242e18e76;0
1e3eb445-ff63-4320-a126-703d460736e7;0
423ee91d-aa96-47f3-9f40-1c3e70020450;0
9cd55f9a-bd61-4e69-9b57-173712451267;1
41300628-ef6e-4e15-b54c-30fa8201a745;0
902a460f-2f6c-4018-aec2-5513cae343d3;1
7f88a38f-1d7b-4973-b857-73254e60b847;0
8d836e71-2e94-4ac5-9d60-b1e374079599;1
6d03c391-203a-49b9-a225-a75525fab637;0
c617e1db-9a75-4da3-8623-d32fe87533b6;1
b57dfa06-3fe5-402d-9d3b-799a6f1c13f6;0
f1ea8d46-0981-43e5-8af9-acc209cdd8ce;0
13b2fef8-37b9-4114-a43f-72468de5f63a;0
8bdbd586-a66e-4095-ae68-fde7c62ad436;0
85aa8bff-3837-4600-9fda-daec1d0078b7;0
efca14a6-b560-49d2-bb39-051e828cb156;0
6b222586-54c3-48dc-8c66-ec5422918e50;0
e607b23b-3dd9-4b33-baac-86be79d0445a;0
502670e1-ea1c-43f8-83b8-71f59c9f3060;0
73189dd3-37e8-4795-9e66-21e9907c2fa7;0
c0118b32-a3e4-4ef7-8d29-88002751935c;1
4de0d24a-4912-4aa0-95b8-a18f91b82cc0;0
1110534b-dc57-4b59-adc5-592e9edc8245;0
367fcacb-f80f-45e3-8f9c-743efdae05e4;0
42b9eb54-e2cf-40d9-ae63-2190813f706f;0
8ca5ccb1-9d4f-4125-9256-57a28d126fbd;0
a3fbeb1e-0301-46e2-a23f-79185cbf9037;0
5966b7c5-5c6b-48de-bc9f-43c108deb25a;0
380b2efa-7d1c-4146-8218-01ea91949d13;0
a511c69a-7417-4c32-bc50-75393f8cc153;1
e62cac1a-f578-41a4-b345-f06e168d5631;0
1397bace-91bd-4138-b69f-0852e6f3e1b1;0
f95ce6eb-8e21-4cd1-af4c-e52c8e4cdb29;0
cc0a4100-a3e8-4a97-a751-07f5027921aa;1
55a1ec81-b1ff-436e-b388-9d892fe225eb;0
00443418-c15f-4b2d-9cf7-e26a0637e995;0
b6a1bf75-ca71-4abf-8311-0be85b6cf2d7;1
04a7859f-e05b-431a-a678-92d499f11093;0
2a009ec5-968d-4a7e-92ab-2053ff60427a;0
1294b46b-015f-4858-937b-492acb768915;1
853ee4ce-8ebf-4b62-b965-783fc1f4b013;0
9f7a8abe-9f71-44a5-8e12-b49f336b64d8;0
d74571f9-d960-4eb4-8d49-04562c8b3465;1
b5ba9517-8213-4f62-90a1-3141fa8b323b;0
1f74653a-fd99-484d-8082-d6d1dee41604;1
11cc56fe-19da-4042-9c6a-6bf4baaf7162;0
aac61258-3657-4ee9-af2e-960be52f3b6f;0
9fd9fec0-eb8a-4d79-afff-ba7a3dda942e;0
4580a4ad-debd-4a8a-a93b-7b627af22e11;0
9575d68c-88c6-4cbe-8e7c-4cc99d73c5ea;0
07338baf-7719-4366-af8e-653db7a95d92;0
abc87861-4cbf-432b-b982-454df2a53459;0
c60a3da3-85cf-4030-8581-d1c9af081060;0
ef30ea21-41d4-44d9-bdbb-dbcc50f248b8;0
9b806aa5-33b3-4223-b2b5-e348c7cf8639;0
3847a6aa-a72a-4677-a015-ddfef40e4043;0
f13b6f89-e680-4ec8-a8a6-679f5421942d;0
27524b08-eaf9-45ae-b167-735aa0b985f3;0
02ba2edf-c5ce-4e1e-9fde-56f8c9eea9e7;0
9e2d04e1-c179-4809-9856-bf3fa1313b05;0
d8e49ef3-c81d-4f9d-837a-e0b8aff6aada;1
e7d0e786-1ecc-4b6e-850a-82fae252d025;0
804cf6df-a797-4b7f-a384-a12a7e56a5bb;1
9a2bb3f4-db77-45fd-99e8-318befbe69d2;1
779edcda-bffc-4016-b288-2e3e9c1adb9e;0
9cc8bce8-f555-463e-9a1f-4f91d6abff4e;0
40916e12-cece-402d-b504-173be34d2b0c;1
93134195-5887-4b27-8e13-1f9e7c6c0ace;0
335a3b00-0d23-48df-ab7a-617d158fbc69;0
2d0fc8ca-c356-4a89-bbf2-5ce4b11154a1;0
50abe6d4-1663-4852-a193-42d3f7a50683;1
4299b087-c6f5-4577-9e65-a93aa27ec123;0
61cbcf12-59da-4649-afb2-ce90894b5d34;0
63892fe7-fcef-4c76-9bed-0c26610280bf;1
8c0f4ba5-c476-4594-b774-84e668bafc66;1
9d1b06b4-1ba2-45f7-a114-f68317533b0a;0
d7ee5b1b-ae37-4391-a094-55d55dec2639;0
2c53c327-d324-49a2-9fea-8f45f5e054c9;0
e0d3388b-cfc3-4896-834f-996eb01f3d92;0
83fe7c5b-1e5b-40fc-9c26-f90427d6905b;0
53c603be-fe29-42cf-b0e5-789a64207515;0
8a5869ef-d655-427e-a6be-033aa706a385;0
c58bc4a4-b388-4ada-b5a4-53dcf2531f65;1
ecba1f8e-7336-486c-ac2c-aa989f53efcb;0
059cba8a-ce47-4bf5-8ec0-bc6da11cca98;0
db494b4f-30c4-4cd8-a077-34518ebfc29c;0
c5f01c18-cd80-47c3-ae10-3ce7d68aea02;0
97952845-6cbb-49be-82ac-fa4ffcacf0d4;1
c26cf0e6-7344-4526-839e-08d3eee26730;0
055c67ce-6fc1-4c8b-a095-ea5dcee1b869;1
5495948b-2ed0-43fa-988a-baa5e1f80f1c;1
c754d54a-664a-4420-a95b-00f1d44f38ae;1
9642a6e7-1acc-4df4-b950-9cf7088914b1;0
f1d33640-e741-48b1-babd-21cf38dc2f5a;0
bc4c2d59-23de-47b5-bd61-47c2795d7c53;1
b253edda-39d9-471d-8ecc-1c1429ac501b;0
dad56699-b227-425b-8e7d-3c6377a41b83;0
85d9f926-9183-4f14-b9fa-c75098de9de1;0
6564929f-3b3b-40a3-813b-4ee2c5c1b1f8;1
14462c92-93d3-45c0-bdf2-d789375371a7;0
69f92d01-0565-40ff-81b2-473916ffd700;0
1fd95a63-ef79-4114-9553-4030c336bd3b;0
0ac48f1b-024f-4823-a825-75942259305b;0
