CLIENT_ID;Cupo_TC;SEX;EDUCATION;MARRIAGE;AGE
4ce0401e-91b2-4f66-8afa-33d02b131a21;20000;Masculino;colegio;Casado;26
d43b8b12-0200-4470-848c-8b79ffb25352;80000;Masculino;Posgrado;soltero_a;24
f795df67-9509-4417-a1d3-39b967aad95a;40000;Femenino;universidad;soltero_a;33
b5290dbf-c2b9-4aeb-91f1-ee181ff29af5;200000;Femenino;Posgrado;Casado;31
73d856ea-3610-4f3e-8f72-1406bcb661db;270000;Masculino;colegio;soltero_a;32
3ecc28fa-baea-48b5-891b-f998f6cb3068;60000;Masculino;universidad;soltero_a;35
600496e2-269d-4047-884e-3f1ecdec07f3;30000;Femenino;universidad;soltero_a;23
b2460126-d5a9-4f34-98d8-9459bd2e84ad;20000;Femenino;universidad;soltero_a;45
69d574bd-8629-44d5-b7ef-e7e6777aed13;90000;Femenino;universidad;soltero_a;27
a01438fc-e722-4605-ab08-ec8f973b9886;140000;Femenino;universidad;Casado;43
c1eb61ae-0958-4243-807b-67b4719c9cd8;100000;Masculino;universidad;Casado;42
7996c95f-4a25-4d52-a582-2d96ccb30ff4;260000;Femenino;universidad;Casado;43
9ca07a22-6cfb-4ed7-94ce-4c32d060d5d8;20000;Masculino;universidad;soltero_a;26
68538a14-6eea-4541-98ee-d9fcb66a9d31;300000;Femenino;5;Casado;34
e13a46eb-38e0-410c-b76d-451dd9ed6696;180000;Femenino;universidad;soltero_a;36
c067364e-a57a-4105-a4e2-23b6f1e457c9;360000;Femenino;Posgrado;soltero_a;43
e06be470-4b2f-4591-9bb7-414ac193f7a3;180000;Femenino;universidad;Casado;68
d2199f96-d5ff-41b0-919d-d210118146e7;10000;Femenino;universidad;soltero_a;40
fbf436f0-5675-4d44-ac4a-f25e758532b2;20000;Masculino;universidad;soltero_a;24
a7416a6b-9ba2-49cd-abc9-f11999a924ab;100000;Masculino;colegio;Casado;44
2fa04912-0eee-4d6e-87f1-58e1b5ae11bb;200000;Femenino;colegio;Casado;38
57f04222-5318-4f09-9749-f2b461ebac90;30000;Femenino;universidad;Casado;47
a11939bb-b6ad-4993-8c1c-170857ae0cf4;440000;Femenino;universidad;soltero_a;31
24ded4a6-8c9f-4965-918d-12a5c35c9187;150000;Femenino;Posgrado;soltero_a;25
3d76914f-6279-4f96-a188-8ad616c481d7;210000;Femenino;universidad;soltero_a;34
77f276d7-15d5-41ef-a4ef-afeb8bf6fca4;90000;Femenino;colegio;Casado;37
9ef4386e-1228-4fe7-8854-131fd23273df;260000;Femenino;Posgrado;soltero_a;36
45bc00a6-0192-4f63-9159-e3584f5db430;180000;Femenino;universidad;Casado;40
e47c5e7d-9644-4834-a373-2a14657576cf;180000;Femenino;Posgrado;Casado;38
75adb8ab-6d2c-4714-8f7a-b15996920c94;200000;Masculino;Posgrado;soltero_a;27
967bacbf-75d5-4e5a-902c-f2aaaaed9474;280000;Femenino;Posgrado;soltero_a;36
7fd1ece3-04da-4baa-a780-ba68627c44e2;30000;Femenino;colegio;soltero_a;47
9e7dbcb9-501e-4c9e-868b-699eaca2ae4f;230000;Femenino;universidad;soltero_a;36
e581aff9-37f0-4620-a323-bab01c649223;20000;Masculino;Posgrado;soltero_a;38
5a3da613-e073-410a-a773-6fff7f5047de;410000;Masculino;universidad;Casado;36
869fdc60-7ca4-4f7d-ad70-c56ba982c441;400000;Femenino;colegio;soltero_a;34
07773aa0-6b1e-4988-a00f-020bee3ec8d5;50000;Masculino;universidad;soltero_a;31
fddd9a48-4470-44d1-9381-174d2c198566;220000;Masculino;universidad;soltero_a;31
0083224c-c5e7-4566-90da-4b0f137c163d;470000;Femenino;Posgrado;Casado;35
4dafd4c2-7478-46c0-b9fb-b62cd3943d46;300000;Masculino;Posgrado;soltero_a;37
f4fa1b6c-3808-4976-843d-78c24bc93d08;30000;Femenino;Posgrado;Casado;30
80676e71-de3c-4222-8b8a-65d0aee281b7;60000;Masculino;universidad;soltero_a;30
892acf71-2481-4d1e-aeb0-0563c0ce829a;500000;Masculino;Posgrado;Casado;34
cfb0e460-c840-423f-b0e2-4cf41f4469bc;110000;Femenino;universidad;soltero_a;32
1e656a1f-e5e3-4ad7-bb5a-c344041210db;240000;Masculino;Posgrado;soltero_a;33
c73425df-2966-44bd-97ed-edd8008face6;20000;Femenino;Posgrado;Casado;30
645c9ca4-346e-4517-af2d-bbb54d6c36a0;450000;Masculino;universidad;soltero_a;37
e8cbfc1b-a57c-4716-9148-6065ac1fa427;270000;Masculino;universidad;Casado;52
746a2c55-758e-439f-bdfa-ce19fa4cfb8d;210000;Masculino;universidad;Casado;40
5d8cdaa2-7e50-4b1f-9cb7-5ac00663ebcb;100000;Femenino;universidad;soltero_a;24
f7367a89-585d-4e57-ba0c-b40248211031;130000;Femenino;universidad;soltero_a;25
1bc646b0-6837-4cf1-99fd-a79ae22d5f7e;500000;Femenino;universidad;Casado;51
56d48298-34e1-4b4c-95ac-e1a29c26ca5e;30000;Masculino;universidad;soltero_a;35
b456ab53-48cf-4347-addd-1d1cac778564;70000;Femenino;universidad;soltero_a;24
d6590e71-ac0f-4e9a-ad6f-90d781ed6e39;40000;Masculino;Posgrado;soltero_a;26
11b06dc5-a061-4cd2-9524-9084710447fc;50000;Masculino;universidad;soltero_a;39
275cdb93-b243-40fb-ab33-ed41f20aa718;30000;Masculino;colegio;Casado;45
b516d0a7-1094-4e81-87c3-17f64af1c2e7;470000;Masculino;universidad;soltero_a;33
7e4cf5d9-cd43-4e3e-a9d9-b3d4958658f3;320000;Femenino;universidad;Casado;34
02bb41ee-79a5-46b1-9fed-abfbfe6f961e;20000;Masculino;universidad;soltero_a;23
e8413274-57c2-4eb4-95f0-df14e551a409;360000;Masculino;universidad;soltero_a;28
9f8fd699-0cb5-4e10-a47a-981b44d111db;200000;Masculino;universidad;Casado;36
ddaebb4b-931e-4af6-9596-fd450f2c80e6;300000;Femenino;universidad;soltero_a;26
921f67d1-3779-47cd-8ba0-d12f45655b59;70000;Femenino;Posgrado;Casado;29
2ea4950a-db05-4999-9cdb-3f2d7ea625d3;230000;Femenino;Posgrado;Casado;42
51656e3e-3e12-4479-92aa-5ffbe715195c;220000;Masculino;Posgrado;Casado;36
276ab4df-08f9-459a-b068-97666ca74c02;270000;Masculino;Posgrado;soltero_a;27
bb1bf743-edbc-49cc-93ad-53621c3eb55f;30000;Femenino;universidad;soltero_a;46
03eeae8b-5f8b-4523-a66a-f60677383e38;30000;Masculino;universidad;Casado;37
acaa18ae-8aba-420e-9695-1ab0e67e87e9;150000;Femenino;Posgrado;Casado;55
72e82af8-ba3a-4b07-9e71-de90ad57d251;30000;Masculino;universidad;Casado;39
ef5207dd-8c63-4ff1-a77b-6c26b86335d3;130000;Masculino;Posgrado;soltero_a;29
706392d7-3c02-4fde-a00b-8fe84a36f7ff;50000;Masculino;universidad;soltero_a;39
4bf41d15-f140-49c4-883d-c3831685b772;80000;Femenino;colegio;Casado;36
151f082e-285c-4b77-b4ca-f9e5ee8962c8;120000;Femenino;universidad;soltero_a;30
b05d7dcd-e272-4c1c-9125-9d133e489afb;50000;Femenino;universidad;Casado;31
e733e420-87c2-45b3-a780-9abed58c4db2;490000;Masculino;Posgrado;Casado;43
0c25cecb-b2b0-4ecf-aae1-226abd72b40d;180000;Femenino;universidad;Casado;48
d3132cc9-1919-49a9-be13-1ff8fc6f9938;180000;Femenino;colegio;otro;40
b17cf218-8af7-488b-883e-6d72d1233837;140000;Masculino;Posgrado;soltero_a;27
2db641b1-f717-4f5c-a3db-8150d3c922dc;330000;Femenino;Posgrado;soltero_a;35
dfed77fa-f106-4fe7-b9cd-83f18da401c2;90000;Femenino;Posgrado;soltero_a;24
f06e5696-3b5d-4a31-a09d-b8bb0271e904;200000;Femenino;Posgrado;soltero_a;33
570843d3-997a-45dc-94bb-b3b8e3ffbabb;30000;Femenino;universidad;Casado;33
02fce950-bec3-4024-a3d6-a49a32dd789a;70000;Femenino;Posgrado;soltero_a;36
3fa0b0cc-23df-49e4-b998-fdb8e1760153;70000;Masculino;colegio;Casado;50
7116ca31-b85d-4465-bc78-a24488cd6b17;160000;Masculino;colegio;Casado;36
174cf690-e91f-49ea-a473-725f4b7e248e;140000;Femenino;universidad;soltero_a;29
066aa7d4-9ca2-4cc5-b121-662aaf0e2f7e;230000;Femenino;universidad;soltero_a;40
3c34ea51-ed22-4cb6-8f65-d1caee753410;80000;Femenino;Posgrado;soltero_a;28
390cbdf8-a762-4794-b8f6-c6cbf816bbbe;250000;Femenino;Posgrado;Casado;38
b9d51f45-4738-4088-ae7b-e7ca0e6af790;360000;Femenino;Posgrado;Casado;41
e447dbdd-955c-4e83-8303-494cbce8f016;100000;Femenino;colegio;Casado;28
1792e78b-ada0-4b9f-80c9-4c00c1f26e81;210000;Masculino;universidad;soltero_a;31
3d2e8f9a-7ede-4afa-9a13-07c4b7a5baa6;50000;Masculino;universidad;otro;35
69946b01-d67f-4fdb-9b34-7c8d70b282cc;160000;Femenino;Posgrado;Casado;33
